2023-03-08 09:18:18,164 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Mar 08 09:18:18 GMT+07:00 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-03-08 09:43:30,028 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2023-03-08 09:43:30,055 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-03-08 09:43:30,184 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2023-03-08 09:43:30,225 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2023-03-08 09:49:10,984 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Mar 08 09:49:10 GMT+07:00 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-03-08 09:49:11,564 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2023-03-08 09:49:11,591 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-03-08 09:49:11,637 | INFO  | Recovering from the journal @1:15751 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-03-08 09:49:11,640 | INFO  | Recovery replayed 67 operations from the journal in 0.042 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-03-08 09:49:11,646 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-03-08 09:49:11,651 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2023-03-08 09:49:11,755 | INFO  | Recovering from the scheduled job journal @1:184 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2023-03-08 09:49:11,756 | INFO  | Recovery replayed 1 operations from the journal in 0.001 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2023-03-08 09:49:11,757 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2023-03-08 09:49:11,790 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:3d5e41c179a8-34225-1678243751654-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-03-08 09:49:11,898 | INFO  | Listening for connections at: tcp://3d5e41c179a8:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-03-08 09:49:11,899 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 09:49:11,902 | INFO  | Listening for connections at: amqp://3d5e41c179a8:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-03-08 09:49:11,903 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 09:49:11,906 | INFO  | Listening for connections at: stomp://3d5e41c179a8:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-03-08 09:49:11,907 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 09:49:11,911 | INFO  | Listening for connections at: mqtt://3d5e41c179a8:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-03-08 09:49:11,912 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 09:49:11,983 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@5bf0fe62{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2023-03-08 09:49:12,005 | INFO  | Listening for connections at ws://3d5e41c179a8:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-03-08 09:49:12,006 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 09:49:12,007 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:3d5e41c179a8-34225-1678243751654-1:1) started | org.apache.activemq.broker.BrokerService | main
2023-03-08 09:49:12,007 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-03-08 09:49:12,257 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2023-03-08 09:49:12,389 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-03-08 09:49:12,389 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2023-03-08 09:49:12,418 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-03-08 09:49:12,559 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2023-03-08 09:49:12,629 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2023-03-08 09:49:53,074 | INFO  | Connector vm://localhost started | org.apache.activemq.broker.TransportConnector | qtp1569435561-45
2023-03-08 09:50:12,295 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Mar 08 09:50:12 GMT+07:00 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-03-08 09:50:12,899 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2023-03-08 09:50:12,925 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-03-08 09:50:12,973 | INFO  | Recovering from the journal @1:24205 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-03-08 09:50:12,974 | INFO  | Recovery replayed 11 operations from the journal in 0.042 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-03-08 09:50:12,980 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-03-08 09:50:12,985 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2023-03-08 09:50:13,089 | INFO  | Recovering from the scheduled job journal @1:262 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2023-03-08 09:50:13,090 | INFO  | Recovery replayed 1 operations from the journal in 0.001 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2023-03-08 09:50:13,091 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2023-03-08 09:50:13,118 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:3d5e41c179a8-34111-1678243812988-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-03-08 09:50:13,193 | INFO  | Listening for connections at: tcp://3d5e41c179a8:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-03-08 09:50:13,195 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 09:50:13,200 | INFO  | Listening for connections at: amqp://3d5e41c179a8:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-03-08 09:50:13,202 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 09:50:13,206 | INFO  | Listening for connections at: stomp://3d5e41c179a8:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-03-08 09:50:13,207 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 09:50:13,210 | INFO  | Listening for connections at: mqtt://3d5e41c179a8:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-03-08 09:50:13,211 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 09:50:13,271 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@5bf0fe62{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2023-03-08 09:50:13,293 | INFO  | Listening for connections at ws://3d5e41c179a8:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-03-08 09:50:13,294 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 09:50:13,295 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:3d5e41c179a8-34111-1678243812988-1:1) started | org.apache.activemq.broker.BrokerService | main
2023-03-08 09:50:13,296 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-03-08 09:50:13,550 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2023-03-08 09:50:13,686 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-03-08 09:50:13,686 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2023-03-08 09:50:13,711 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-03-08 09:50:13,854 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2023-03-08 09:50:13,915 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2023-03-08 09:50:51,753 | INFO  | Connector vm://localhost started | org.apache.activemq.broker.TransportConnector | qtp1569435561-44
2023-03-08 10:12:40,726 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Mar 08 10:12:40 GMT+07:00 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-03-08 10:12:41,315 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2023-03-08 10:12:41,343 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-03-08 10:12:41,387 | INFO  | Recovering from the journal @1:25995 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-03-08 10:12:41,395 | INFO  | Recovery replayed 268 operations from the journal in 0.046 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-03-08 10:12:41,402 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-03-08 10:12:41,407 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2023-03-08 10:12:41,511 | INFO  | Recovering from the scheduled job journal @1:340 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2023-03-08 10:12:41,512 | INFO  | Recovery replayed 1 operations from the journal in 0.001 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2023-03-08 10:12:41,513 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2023-03-08 10:12:41,541 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:3d5e41c179a8-35171-1678245161410-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-03-08 10:12:41,606 | INFO  | Listening for connections at: tcp://3d5e41c179a8:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-03-08 10:12:41,607 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 10:12:41,610 | INFO  | Listening for connections at: amqp://3d5e41c179a8:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-03-08 10:12:41,611 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 10:12:41,613 | INFO  | Listening for connections at: stomp://3d5e41c179a8:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-03-08 10:12:41,614 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 10:12:41,617 | INFO  | Listening for connections at: mqtt://3d5e41c179a8:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-03-08 10:12:41,618 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 10:12:41,688 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@5bf0fe62{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2023-03-08 10:12:41,714 | INFO  | Listening for connections at ws://3d5e41c179a8:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-03-08 10:12:41,714 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-03-08 10:12:41,715 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:3d5e41c179a8-35171-1678245161410-1:1) started | org.apache.activemq.broker.BrokerService | main
2023-03-08 10:12:41,716 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-03-08 10:12:41,961 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2023-03-08 10:12:42,101 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-03-08 10:12:42,101 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2023-03-08 10:12:42,129 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-03-08 10:12:42,285 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2023-03-08 10:12:42,332 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
